Id,SalePrice
1461,133041.65384615384
1462,139838.15789473685
1463,187346.15384615384
1464,180503.50847457626
1465,194311.63636363635
1466,180503.50847457626
1467,163020.3064516129
1468,180503.50847457626
1469,192489.65217391305
1470,109743.61111111111
1471,209673.23076923078
1472,95380.0625
1473,95380.0625
1474,165930.55555555556
1475,146602.33333333334
1476,583196.6666666666
1477,258738.42857142858
1478,324053.1538461539
1479,226318.18181818182
1480,421026.28571428574
1481,319980.28571428574
1482,194311.63636363635
1483,163020.3064516129
1484,192489.65217391305
1485,172111.2142857143
1486,192489.65217391305
1487,319980.28571428574
1488,258738.42857142858
1489,225132.0
1490,194163.04347826086
1491,192489.65217391305
1492,114446.9387755102
1493,180503.50847457626
1494,332496.125
1495,319980.28571428574
1496,225976.7142857143
1497,192489.65217391305
1498,154996.0
1499,154996.0
1500,121762.3111111111
1501,180503.50847457626
1502,154996.0
1503,387879.75
1504,194311.63636363635
1505,225976.7142857143
1506,165930.55555555556
1507,149800.0
1508,230463.33333333334
1509,165930.55555555556
1510,163020.3064516129
1511,163020.3064516129
1512,152975.0
1513,165930.55555555556
1514,147379.54285714286
1515,193333.33333333334
1516,132750.0
1517,142543.75
1518,138179.2
1519,225976.7142857143
1520,142543.75
1521,163020.3064516129
1522,152975.0
1523,109743.61111111111
1524,114446.9387755102
1525,124644.31914893616
1526,124644.31914893616
1527,109743.61111111111
1528,121762.3111111111
1529,163020.3064516129
1530,152975.0
1531,131782.42857142858
1532,124644.31914893616
1533,139838.15789473685
1534,121762.3111111111
1535,147379.54285714286
1536,110816.36363636363
1537,88690.0
1538,194311.63636363635
1539,296759.0
1540,107338.46153846153
1541,180503.50847457626
1542,147379.54285714286
1543,289333.3333333333
1544,70791.40909090909
1545,95380.0625
1546,133041.65384615384
1547,147379.54285714286
1548,147379.54285714286
1549,133041.65384615384
1550,145064.84210526315
1551,110816.36363636363
1552,145064.84210526315
1553,131782.42857142858
1554,121762.3111111111
1555,147379.54285714286
1556,121762.3111111111
1557,147379.54285714286
1558,95380.0625
1559,107338.46153846153
1560,102380.0
1561,147379.54285714286
1562,114446.9387755102
1563,124644.31914893616
1564,163020.3064516129
1565,174348.88888888888
1566,249833.33333333334
1567,70791.40909090909
1568,230463.33333333334
1569,147379.54285714286
1570,95380.0625
1571,147379.54285714286
1572,139838.15789473685
1573,301500.0
1574,103779.5
1575,209673.23076923078
1576,230463.33333333334
1577,225132.0
1578,180503.50847457626
1579,142193.0357142857
1580,192489.65217391305
1581,142543.75
1582,114446.9387755102
1583,319980.28571428574
1584,230530.76923076922
1585,142193.0357142857
1586,70791.40909090909
1587,95380.0625
1588,163020.3064516129
1589,109743.61111111111
1590,142543.75
1591,109743.61111111111
1592,110816.36363636363
1593,114446.9387755102
1594,131782.42857142858
1595,107338.46153846153
1596,196968.75
1597,138179.2
1598,249833.33333333334
1599,194311.63636363635
1600,194311.63636363635
1601,70791.40909090909
1602,133041.65384615384
1603,109743.61111111111
1604,276665.0416666667
1605,258738.42857142858
1606,163020.3064516129
1607,138179.2
1608,225132.0
1609,225132.0
1610,174348.88888888888
1611,163020.3064516129
1612,174348.88888888888
1613,163020.3064516129
1614,124644.31914893616
1615,70100.0
1616,70100.0
1617,70100.0
1618,114446.9387755102
1619,114446.9387755102
1620,138179.2
1621,133041.65384615384
1622,147379.54285714286
1623,276665.0416666667
1624,230463.33333333334
1625,142193.0357142857
1626,194163.04347826086
1627,194163.04347826086
1628,287971.3
1629,172111.2142857143
1630,279500.0
1631,226318.18181818182
1632,226318.18181818182
1633,172111.2142857143
1634,180503.50847457626
1635,180503.50847457626
1636,163020.3064516129
1637,174348.88888888888
1638,196968.75
1639,180503.50847457626
1640,261103.57142857142
1641,194163.04347826086
1642,209673.23076923078
1643,194311.63636363635
1644,194311.63636363635
1645,194163.04347826086
1646,142543.75
1647,158707.6923076923
1648,163020.3064516129
1649,142543.75
1650,109743.61111111111
1651,109743.61111111111
1652,95380.0625
1653,95380.0625
1654,165930.55555555556
1655,158707.6923076923
1656,165930.55555555556
1657,165930.55555555556
1658,165930.55555555556
1659,146602.33333333334
1660,142193.0357142857
1661,421026.28571428574
1662,471262.0
1663,417039.75
1664,421026.28571428574
1665,324053.1538461539
1666,276665.0416666667
1667,412500.0
1668,324053.1538461539
1669,324053.1538461539
1670,324053.1538461539
1671,225976.7142857143
1672,421026.28571428574
1673,287971.3
1674,258738.42857142858
1675,163020.3064516129
1676,163020.3064516129
1677,209673.23076923078
1678,421026.28571428574
1679,412666.6666666667
1680,303061.625
1681,303061.625
1682,276665.0416666667
1683,192489.65217391305
1684,172111.2142857143
1685,180503.50847457626
1686,146602.33333333334
1687,172111.2142857143
1688,192489.65217391305
1689,192489.65217391305
1690,172111.2142857143
1691,172111.2142857143
1692,287971.3
1693,172111.2142857143
1694,194163.04347826086
1695,172111.2142857143
1696,285469.8888888889
1697,209673.23076923078
1698,319980.28571428574
1699,364133.3333333333
1700,235243.33333333334
1701,247809.0909090909
1702,258738.42857142858
1703,258738.42857142858
1704,295315.4
1705,226318.18181818182
1706,515790.5
1707,225132.0
1708,225132.0
1709,324053.1538461539
1710,258738.42857142858
1711,258738.42857142858
1712,226318.18181818182
1713,225976.7142857143
1714,225976.7142857143
1715,209673.23076923078
1716,192489.65217391305
1717,192489.65217391305
1718,163020.3064516129
1719,192489.65217391305
1720,258738.42857142858
1721,192489.65217391305
1722,142543.75
1723,142543.75
1724,225132.0
1725,261103.57142857142
1726,180503.50847457626
1727,163020.3064516129
1728,181769.23076923078
1729,180503.50847457626
1730,138179.2
1731,114446.9387755102
1732,142193.0357142857
1733,142193.0357142857
1734,142543.75
1735,124644.31914893616
1736,114446.9387755102
1737,319980.28571428574
1738,209673.23076923078
1739,285469.8888888889
1740,180503.50847457626
1741,163020.3064516129
1742,180503.50847457626
1743,181769.23076923078
1744,276665.0416666667
1745,225976.7142857143
1746,319980.28571428574
1747,196968.75
1748,249815.45454545456
1749,163020.3064516129
1750,163020.3064516129
1751,196968.75
1752,124644.31914893616
1753,174348.88888888888
1754,196968.75
1755,163020.3064516129
1756,109743.61111111111
1757,114446.9387755102
1758,139838.15789473685
1759,230463.33333333334
1760,163020.3064516129
1761,163020.3064516129
1762,174348.88888888888
1763,165930.55555555556
1764,114446.9387755102
1765,152975.0
1766,152975.0
1767,187346.15384615384
1768,139838.15789473685
1769,158707.6923076923
1770,124644.31914893616
1771,139838.15789473685
1772,147379.54285714286
1773,139838.15789473685
1774,138179.2
1775,139838.15789473685
1776,95380.0625
1777,124644.31914893616
1778,139838.15789473685
1779,133041.65384615384
1780,209673.23076923078
1781,139838.15789473685
1782,70791.40909090909
1783,133041.65384615384
1784,109743.61111111111
1785,110816.36363636363
1786,249815.45454545456
1787,225132.0
1788,70791.40909090909
1789,133041.65384615384
1790,70791.40909090909
1791,196874.66666666666
1792,147379.54285714286
1793,142543.75
1794,142193.0357142857
1795,139838.15789473685
1796,95380.0625
1797,142193.0357142857
